DBN,streeteasy_id
02M059,ps59-newyork
02M151,ps151-newyork
02M316,ps316-newyork
02M374,ps374-newyork
02M399,ps399-newyork
02M400,ps400-newyork
02M460,ps460-newyork
02M620,ps620-newyork
05M670,ps670-newyork
05M692,ps692-newyork
06M210,ps210-newyork
06M368,ps368-newyork
13K133,ps133-newyork
19K065,ps65-newyork
20K682,ps682-newyork
20K686,ps686-newyork
24Q016,ps16-newyork
24Q128,ps128-newyork
26Q188,ps188-newyork
84K508,ps508-newyork
