increase_count,search_url,stddev_increase,average_sqft,updated_at,average_wom,sqft_count,median_ppsf,median_price,stddev_wom,average_ppsf,stddev_decrease,stddev_price,median_wom,average_increase,median_sqft,school,average_decrease,percentile_10_price,criteria_description,sqft,percentile_90_price,beds,stddev_sqft,average_price,decrease_count,criteria,listing_count,wom_count,housing
99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps124-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1300,6800000,3,999.365,2829423,545,beds:3,2102,1444,houses
99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps124-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1400,6800000,3,999.365,2829423,545,beds:3,2102,1444,houses
99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps124-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1500,6800000,3,999.365,2829423,545,beds:3,2102,1444,houses
99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps124-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1600,6800000,3,999.365,2829423,545,beds:3,2102,1444,houses
99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps124-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1700,6800000,3,999.365,2829423,545,beds:3,2102,1444,houses
99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps124-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1800,6800000,3,999.365,2829423,545,beds:3,2102,1444,houses
99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps124-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1900,6800000,3,999.365,2829423,545,beds:3,2102,1444,houses
99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps124-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,2000,6800000,3,999.365,2829423,545,beds:3,2102,1444,houses
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,800,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,900,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1000,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1100,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1200,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1300,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1400,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1500,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1600,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1700,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1800,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1900,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps124-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,2000,1595000,1,512.641,792608,611,beds:1,2632,1653,multi-family
