BOROUGH	BLOCK	LOT	LAT	LON
2	4990	11	40.8928584546421	-73.8357232282366
2	4990	60	40.8933886608314	-73.8360619112521
2	5134	73	40.8614744084856	-73.8255588474244
2	5135	12	40.8608581447881	-73.8246024406002
2	5232	28	40.8791876288102	-73.834140574934
2	5654	307	40.8867998321141	-73.8185015189407
2	5654	318	40.8873300099401	-73.8187894012348
2	5655	97	40.8882236839473	-73.8198430330496
2	4710	28	40.8776043424435	-73.8526408313458
2	4711	54	40.8781805279832	-73.8524840610799
2	4717	24	40.8796514523674	-73.8501736605812
2	4727	11	40.8796406147865	-73.84610907434
2	4728	7	40.8797689581739	-73.8456169728746
2	4728	49	40.8785383839018	-73.8449074503035
2	4735	31	40.8739768607987	-73.8491703810804
2	4736	18	40.8751291139827	-73.8487736280441
2	4762	31	40.8706329918301	-73.8444124576228
2	4784	37	40.8683495279401	-73.8404840405516
2	4886	52	40.8796345065979	-73.8396071578016
2	4889	19	40.8803314650439	-73.8434640042021
2	4889	27	40.8806884113559	-73.8435644190405
2	4890	71	40.8805658980219	-73.8422809377173
2	4898	77	40.8810436049245	-73.8443989435664
2	4898	101	40.8806839049196	-73.8442912976444
2	4899	8	40.8814329255243	-73.8440834143437
2	4903	58	40.8836813410497	-73.8485914353929
2	4921	154	40.8833176119646	-73.8374501290823
2	4921	161	40.8838256938635	-73.837673105475
2	4922	81	40.8841160397771	-73.8353180902233
2	4923	52	40.882806698185	-73.8371656846604
2	4956	25	40.8899925879094	-73.8413145963969
2	4956	55	40.8892808439362	-73.8406833682434
2	4959	19	40.890060016637	-73.8384788884874
2	4961	16	40.8901451993726	-73.8365979590937
2	4963	67	40.8904440477124	-73.8344452342713
2	4964	52	40.8899952446253	-73.8334589748781
2	4983	73	40.8917496148888	-73.8416250689471
2	4989	22	40.8929504606997	-73.8367321233839
2	5226	118	40.8784442593352	-73.836373586213
2	5226	119	40.8783838301089	-73.8363411897225
2	5226	120	40.878331640058	-73.8363123891375
2	5226	121	40.878282194685	-73.8362835818393
2	5226	122	40.8782327493044	-73.836254774584
2	5226	123	40.8781805592306	-73.8362259741323
2	5226	124	40.8781311138346	-73.8361971669638
2	5226	125	40.8780706845553	-73.8361647707862
2	4795	1017	40.8688724900035	-73.8356631688307
2	4716	15	40.8816575305796	-73.8499485447675
2	4727	24	40.8798553693892	-73.8466112309325
2	4728	58	40.8791262077918	-73.8452496156153
2	4752	131	40.874422513037	-73.8417278107885
2	4767	39	40.8703656199519	-73.841560297791
2	4796	6	40.8710881178266	-73.8361241232081
2	4888	12	40.879742092194	-73.8440078229573
2	4888	13	40.8797751359187	-73.8440873020327
2	4899	51	40.8824368835077	-73.8456794883266
2	4964	41	40.8907882742054	-73.8333303997608
2	4969	40	40.8920153810227	-73.8315984562877
2	4977	38	40.8916776799901	-73.8473109391324
2	4980	4	40.8903342567063	-73.8443048609662
2	4980	76	40.8910038072636	-73.8441911713399
2	5132	200	40.8597332495559	-73.8267057925654
2	5134	14	40.861023906858	-73.8253141960846
2	5134	15	40.860938750199	-73.8252674223372
2	5135	25	40.8609619590699	-73.8242840302752
2	5260	23	40.8808132033286	-73.8346391806667
2	5260	24	40.8807198063359	-73.8345851690421
2	5260	26	40.8805907024968	-73.8345131651649
2	5263	151	40.8811928979323	-73.8314848338305
2	5263	225	40.881770676747	-73.8324416938151
2	4969	38	40.8918781734891	-73.8316168882261
2	5654	306	40.8867392272767	-73.8183606373869
2	4888	4	40.8795792839591	-73.8433645215846
2	4917	52	40.8838902614774	-73.8387000149496
2	4939	91	40.888077331366	-73.8358109930533
2	4961	1	40.8894559107215	-73.8363356316402
2	5259	16	40.8804200784441	-73.836119202645
2	4969	14	40.8911340171542	-73.831380062552
2	4729	42	40.8785994950281	-73.8434138397341
2	4886	7	40.8805624160101	-73.8397531856075
2	4887	23	40.880036356216	-73.8384453805064
2	4953	122	40.886817927902	-73.8267039048619
2	4953	124	40.886752294372	-73.8268632059205
2	4954	75	40.889056207051	-73.8429986037609
2	4949	21	40.8855693165566	-73.8305515264134
2	4728	42	40.878216983337	-73.8447056970496
2	4757	8	40.8766742934649	-73.8385801110498
2	4887	62	40.8797452322548	-73.8383122882109
2	4953	80	40.8877168875283	-73.8258408004827
2	4953	83	40.88775227353	-73.8256454089683
2	4953	114	40.886927383691	-73.8264830069532
2	5270	16	40.8829466434281	-73.8295383910067
2	5273	1	40.8841616873448	-73.8308227314036
2	4951	52	40.8870445012909	-73.8295604329156
2	5263	127	40.8818999733009	-73.8307633927808
2	4953	142	40.8868792269087	-73.8273149499663
2	4953	143	40.8869284579577	-73.8271990908939
2	4953	145	40.8869940865298	-73.8270361731556
2	4953	147	40.8870624649761	-73.8268768645408
2	4919	5	40.8819538809039	-73.8377210716347
2	4795	1044	40.8689411535946	-73.835695539726
2	4795	1048	40.8685511397297	-73.8355084922128
2	3284	45	40.867697060053	-73.8849677321994
2	3289	21	40.8674913140767	-73.8878641345132
2	3290	19	40.8679970729958	-73.8886225505059
2	3298	33	40.8715252804429	-73.8843355834177
2	3302	56	40.8698466778418	-73.8882904268607
2	3306	31	40.8722350837309	-73.8860156941423
2	3310	72	40.8730931109447	-73.8877317487804
2	3311	66	40.8765608506652	-73.8861456875797
2	3311	118	40.8747669445671	-73.8845143570419
2	3314	23	40.867503076657	-73.8945167063875
2	3318	122	40.8708306146174	-73.8925878648868
2	3343	115	40.8766851869214	-73.876280920792
2	3343	134	40.8774417013115	-73.87533210007
2	3345	25	40.8738039747244	-73.8769516041048
2	3355	39	40.8759271371183	-73.8732774370106
2	3282	30	40.8649049621475	-73.8898352721119
2	3282	60	40.8637196397769	-73.8902421529978
2	3295	30	40.8680914378634	-73.8897106793449
2	3296	24	40.8695936011489	-73.8877087319119
2	3296	29	40.8697963277267	-73.8873178978738
2	3297	38	40.8708858043694	-73.8871461126673
2	3298	41	40.8711769616674	-73.8845929067768
2	3300	76	40.8656760100766	-73.8925202664408
2	3309	35	40.8739035480213	-73.8857018676611
2	3310	74	40.872999833667	-73.8877752963285
2	3311	156	40.8746413131488	-73.8851401306955
2	3315	30	40.8695681907121	-73.8927345301377
2	3319	46	40.8715214048493	-73.8916538836016
2	3319	63	40.871130727632	-73.89066742418
2	3321	65	40.8733848961155	-73.8886062939869
2	3322	43	40.8762052121736	-73.8873395806546
2	3329	68	40.884953903675	-73.8778821034237
2	3332	57	40.8715714136347	-73.878481586587
2	3333	18	40.8724807109439	-73.8792464766058
2	3333	47	40.8721978109089	-73.8790589690218
2	3343	148	40.8782866229966	-73.8749218935273
2	3343	150	40.8784238103322	-73.8748782418416
2	3343	163	40.8786902839429	-73.8750983254078
2	3343	343	40.8781950477658	-73.8791348469574
2	3343	366	40.8789952367781	-73.8779364418269
2	3352	84	40.8769292933837	-73.8735901235515
2	3354	25	40.8746850814176	-73.874458597519
2	3355	9	40.8753406957955	-73.8741210748009
2	3277	126	40.8643906600889	-73.8887478977641
2	3278	5	40.8649282221449	-73.8883348429571
2	3283	79	40.8667989852169	-73.8871819723032
2	3287	95	40.8653174024415	-73.8906082887858
2	3287	96	40.8652598118302	-73.8906589993591
2	3288	8	40.8664362112484	-73.8895290350008
2	3292	104	40.8704901142229	-73.8839215783187
2	3292	155	40.8704544877736	-73.8839758760078
2	3294	27	40.8659634322107	-73.8916954781096
2	3318	161	40.8686829935618	-73.8941858148393
2	3321	58	40.8738348297053	-73.8884030507456
2	3322	42	40.8762600812417	-73.8873141755765
2	3322	72	40.8755114849701	-73.8880386392
2	3345	36	40.8732803735524	-73.8775491889479
2	3346	25	40.8749695935251	-73.8761322432598
2	3349	15	40.8731288079734	-73.8769781644564
2	3355	48	40.8753649357517	-73.8736979607208
2	3302	3	40.8696170854269	-73.889288733076
2	3302	9	40.8696581898827	-73.8892199671715
2	3290	18	40.8679504655458	-73.8886768620201
2	3335	134	40.8750707529571	-73.8809738134115
2	3278	18	40.8653668928712	-73.8878387934091
2	3278	22	40.8654847846217	-73.8877048236818
2	3278	38	40.8652622319018	-73.8874665819475
2	3282	13	40.8644608964493	-73.8904397751357
2	3282	42	40.8646849368729	-73.8893656364424
2	3284	39	40.8673656600177	-73.8856805652365
2	3288	35	40.8663421727161	-73.8887807876965
2	3290	65	40.8669956604675	-73.8890400115697
2	3292	90	40.8711102470978	-73.8837541719347
2	3294	2	40.8650280767517	-73.8923224664
2	3296	27	40.8697360856336	-73.8874626263812
2	3302	53	40.8699398397534	-73.8881275651311
2	3303	45	40.8712060813665	-73.8862777913656
2	3304	141	40.8692590699946	-73.8909055177644
2	3305	53	40.8704209536604	-73.8889475190942
2	3305	64	40.8699578461882	-73.8897256621088
2	3308	77	40.8727762235491	-73.883700637846
2	3310	23	40.874234824708	-73.8876502711324
2	3311	8	40.8751539114123	-73.8872545790308
2	3317	34	40.8687474517152	-73.8956464172724
2	3319	93	40.871631671942	-73.8892673000245
2	3320	19	40.8722842506751	-73.8885828272541
2	3322	47	40.8758759905852	-73.8874847782651
2	3323	1	40.8774787732509	-73.8845855845038
2	3329	56	40.8848040584913	-73.8789383909987
2	3329	60	40.8845488862608	-73.8790184179312
2	3329	83	40.8851965293765	-73.8789195937967
2	3333	52	40.8720581042277	-73.8793195598098
2	3333	57	40.8719403129702	-73.8795403362236
2	3333	59	40.8718855172482	-73.8796344457159
2	3335	12	40.8742414944218	-73.8806245549853
2	3335	16	40.8739505124069	-73.8805816867147
2	3336	67	40.877831820218	-73.8808820841484
2	3343	5	40.8761367094504	-73.8793085410371
2	3345	9	40.8731958623976	-73.8780917219675
2	3351	44	40.8760955877098	-73.8742136618197
2	3352	29	40.8780544608329	-73.873446955892
2	3352	69	40.877450419223	-73.8732564533295
2	3355	27	40.8761524752817	-73.8735265122491
2	3355	101	40.8776610834279	-73.8726413160475
2	3355	156	40.8762041360807	-73.8730816443704
2	3305	32	40.8708710726902	-73.88893592019
2	3309	31	40.8739170492128	-73.8854776593951
2	3311	7	40.8751318690791	-73.8871678335109
2	3319	29	40.8713574876875	-73.8924713098499
2	3324	19	40.8826439845244	-73.8842873087071
2	3329	10	40.8841395219992	-73.8786322033316
2	3329	20	40.8845015424592	-73.8783675405492
2	3333	9	40.8722862232445	-73.8796156413667
2	3335	118	40.8760093209694	-73.8808600371788
2	3354	26	40.8745613775172	-73.8742816508213
2	3355	104	40.877984792859	-73.8724924354666
2	3326	45	40.8787190132194	-73.8815205531068
2	3280	13	40.8683320527603	-73.8831986129629
2	3281	1	40.8704752725084	-73.8828151997233
2	3284	48	40.8680650361994	-73.8851551052831
2	3287	100	40.8649718755194	-73.8909306278872
2	3299	14	40.8715976712527	-73.8826360493478
2	3307	1	40.8724017178121	-73.8852163154522
2	3311	1	40.8751671852984	-73.8867953301189
2	3311	44	40.8769451784142	-73.8862173505179
2	3311	138	40.8742776310459	-73.8837594821911
2	3313	69	40.8765160006923	-73.8852019807156
2	3343	260	40.8794367061763	-73.8775342343844
2	3344	86	40.8808982819222	-73.8762730808158
2	3344	102	40.8810323094108	-73.8758424946039
2	3353	33	40.8730836380769	-73.875806714823
2	3277	4	40.8634393087676	-73.8898521613101
2	3301	53	40.8691152325117	-73.889734290702
2	3311	1018	40.8748971185994	-73.8856929278288
2	3309	23	40.8740375820951	-73.8852424186463
2	3317	17	40.8681772201856	-73.8963848895031
2	3345	2	40.8727922821078	-73.8779876028993
2	3345	3	40.8728417553303	-73.8780525970573
2	3345	4	40.8728912246968	-73.8781139754863
2	3345	5	40.8729928507797	-73.8781824901243
2	3353	6	40.8717729424343	-73.8769915202804
2	3321	36	40.8749792464799	-73.8882781878284
2	3322	1	40.8752700574861	-73.8881475245761
2	3278	88	40.8657858674565	-73.8868510700482
2	3321	5	40.873634927884	-73.8888806814231
2	3326	58	40.8792572389507	-73.8817799588499
2	3283	54	40.8651209648084	-73.8889708314008
2	3301	46	40.8689618367627	-73.8900563350972
2	3318	62	NA	NA
2	3278	59	40.8659426513175	-73.8871942714458
2	3311	1007	40.8748971185994	-73.8856929278288
2	3311	1008	40.8748971185994	-73.8856929278288
2	3311	1015	40.8748971185994	-73.8856929278288
2	3058	99	40.8573713565952	-73.8876100729792
2	3058	104	40.8571793895795	-73.8877766863595
2	3054	29	40.855687528471	-73.8890769515402
2	3055	21	40.8560916989974	-73.8898064910624
2	3056	55	40.8567994993168	-73.889458282479
2	3058	73	40.8574348467738	-73.8879823098475
2	3058	95	40.8575249293246	-73.8874760585843
2	3065	10	40.8542774595554	-73.8898167264445
2	3065	11	40.8542854724699	-73.8895853646552
2	3067	60	40.8581023910051	-73.8857760183469
2	3075	1	40.8549873153985	-73.8859404218663
2	3075	14	40.855381795491	-73.8851770056162
2	3075	22	40.8550662485793	-73.8852715368122
2	3075	47	40.8562207921408	-73.884293515225
2	3075	51	40.8559849472718	-73.8844927457461
2	3088	44	40.8528112070673	-73.8863887666354
2	3089	51	40.8531092704242	-73.8852676828949
2	3091	44	40.8566074606275	-73.88396026741
2	3100	38	40.8500636073689	-73.8834873281517
2	3103	70	40.8521157068092	-73.8852874702411
2	3112	35	40.8493805192772	-73.8838282927734
2	3114	97	40.8530106837596	-73.8827592153634
2	3273	316	40.8597169333302	-73.8864420418383
2	3054	4	40.8551531705549	-73.8899743299044
2	3059	60	40.8589743657871	-73.8877158163295
2	3078	62	40.8574531653686	-73.8842949862323
2	3078	63	40.8574092864464	-73.8843312124745
2	3088	48	40.8526136847031	-73.8864867017281
2	3090	110	40.8547771673949	-73.8843827829693
2	3090	111	40.8547277917823	-73.8844117875582
2	3100	102	40.8499756929186	-73.8834043466532
2	3102	19	40.8529019417451	-73.8837932243098
2	3115	18	40.8548322350671	-73.8818450621118
2	3054	12	40.8556385747523	-73.8895469694171
2	3054	27	40.8558054531745	-73.888975537581
2	3056	1	40.8565299666946	-73.8888839545858
2	3056	45	40.8571091433598	-73.8889299816226
2	3059	61	40.8590319551691	-73.8876651080001
2	3065	37	40.855700610544	-73.8884117885807
2	3065	61	40.8545372627955	-73.8888330611371
2	3065	63	40.8544220794107	-73.8889308540098
2	3065	70	40.8540024391984	-73.8892424280175
2	3067	22	40.858641075976	-73.8865089498428
2	3067	23	40.8585478380134	-73.8865922551525
2	3071	39	40.8521029397697	-73.889072085324
2	3071	47	40.8526982544448	-73.8887746842721
2	3071	53	40.8526210187871	-73.8883771931109
2	3074	43	40.8544688242089	-73.8862015788279
2	3074	44	40.8545428704666	-73.8861399999476
2	3074	45	40.8546278847798	-73.8860675576259
2	3074	47	40.8544355807466	-73.8858907604206
2	3075	27	40.8548221714638	-73.8854743894293
2	3075	54	40.8558149170023	-73.8846340222885
2	3077	47	40.8568837092136	-73.8857419617111
2	3090	1	40.8546022684851	-73.8851458178205
2	3090	25	40.8545522685579	-73.8845494563365
2	3090	57	40.8557673972357	-73.8837773730866
2	3091	1	40.8567944921425	-73.8843503564722
2	3114	33	40.8513911376214	-73.8825921808306
2	3114	35	40.8512923725217	-73.8826357310637
2	3115	3	40.8538693332206	-73.8823239260289
2	3074	30	40.8545544328281	-73.8867328131496
2	3103	1005	40.8528069320051	-73.8848452797828
2	3103	1008	40.8528069320051	-73.8848452797828
2	3103	1010	40.8528069320051	-73.8848452797828
2	3103	1014	40.8528069320051	-73.8848452797828
2	3103	1019	40.8528069320051	-73.8848452797828
2	3103	1020	40.8528069320051	-73.8848452797828
